"optimus_id", "age", "party", "ethnicity", "maritalstatus", "income", "cd", "dma"
517668,33.0,Non-Partisan,Hispanic,Married,75k-125k,1.0,LAS VEGAS DMA (EST.)
181921,45.0,Republican,European,Married,Unknown,4.0,LAS VEGAS DMA (EST.)
233447,34.0,Democratic,European,nan,35k-75k,4.0,LAS VEGAS DMA (EST.)
622936,64.0,Democratic,European,Married,200k+,3.0,LAS VEGAS DMA (EST.)
117393,69.0,Republican,European,Non-Traditional,125k-200k,3.0,LAS VEGAS DMA (EST.)
422,51.0,Democratic,Hispanic,Married,0-35k,2.0,RENO DMA (EST.)
712617,50.0,Non-Partisan,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
309408,61.0,Republican,European,nan,125k-200k,4.0,LAS VEGAS DMA (EST.)
659990,77.0,Republican,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
878682,70.0,Democratic,nan,nan,35k-75k,2.0,RENO DMA (EST.)
128081,56.0,Republican,European,nan,35k-75k,4.0,LAS VEGAS DMA (EST.)
293436,81.0,Democratic,European,nan,Unknown,4.0,LAS VEGAS DMA (EST.)
617928,32.0,Democratic,Hispanic,Non-Traditional,Unknown,3.0,LAS VEGAS DMA (EST.)
1067552,63.0,Non-Partisan,European,Non-Traditional,Unknown,2.0,RENO DMA (EST.)
1083851,76.0,Democratic,European,nan,125k-200k,2.0,RENO DMA (EST.)
463278,73.0,Republican,Hispanic,Married,Unknown,1.0,LAS VEGAS DMA (EST.)
956932,54.0,Republican,nan,Non-Traditional,35k-75k,2.0,RENO DMA (EST.)
602561,32.0,Democratic,Other,nan,125k-200k,3.0,LAS VEGAS DMA (EST.)
882798,46.0,Republican,Other,nan,200k+,2.0,RENO DMA (EST.)
307896,64.0,Democratic,European,nan,125k-200k,3.0,LAS VEGAS DMA (EST.)
1082756,33.0,Republican,nan,nan,Unknown,4.0,SALT LAKE CITY DMA (EST.)
920857,67.0,Republican,European,nan,75k-125k,2.0,RENO DMA (EST.)
611636,28.0,Democratic,Hispanic,nan,Unknown,1.0,LAS VEGAS DMA (EST.)
570920,73.0,Republican,European,nan,125k-200k,3.0,LAS VEGAS DMA (EST.)
951335,31.0,Republican,European,Married,Unknown,2.0,RENO DMA (EST.)
22323,38.0,Democratic,Other,Non-Traditional,Unknown,3.0,LAS VEGAS DMA (EST.)
1029627,67.0,Republican,European,nan,Unknown,2.0,RENO DMA (EST.)
785264,66.0,Republican,European,Married,Unknown,2.0,RENO DMA (EST.)
78269,33.0,Republican,Other,nan,125k-200k,3.0,LAS VEGAS DMA (EST.)
889568,57.0,Republican,European,Married,125k-200k,2.0,RENO DMA (EST.)
1076095,54.0,Republican,European,Married,125k-200k,2.0,RENO DMA (EST.)
212924,45.0,Non-Partisan,European,nan,Unknown,4.0,LAS VEGAS DMA (EST.)
450256,62.0,Democratic,Hispanic,Married,Unknown,1.0,LAS VEGAS DMA (EST.)
851052,49.0,Democratic,European,Married,Unknown,2.0,RENO DMA (EST.)
347316,43.0,Republican,European,Married,125k-200k,4.0,LAS VEGAS DMA (EST.)
508012,37.0,Non-Partisan,European,nan,Unknown,1.0,LAS VEGAS DMA (EST.)
893153,67.0,Republican,European,nan,200k+,2.0,RENO DMA (EST.)
644756,36.0,Democratic,European,nan,Unknown,3.0,LAS VEGAS DMA (EST.)
314656,55.0,Republican,European,Married,200k+,4.0,LAS VEGAS DMA (EST.)
43319,84.0,Democratic,European,nan,0-35k,3.0,LAS VEGAS DMA (EST.)
308418,42.0,Democratic,European,Married,35k-75k,4.0,LAS VEGAS DMA (EST.)
434395,50.0,Democratic,Other,nan,125k-200k,1.0,LAS VEGAS DMA (EST.)
784660,49.0,Democratic,European,nan,Unknown,2.0,RENO DMA (EST.)
545430,59.0,Republican,European,Married,Unknown,3.0,LAS VEGAS DMA (EST.)
562413,75.0,American Independent,European,nan,75k-125k,3.0,LAS VEGAS DMA (EST.)
700545,56.0,Non-Partisan,European,nan,35k-75k,3.0,LAS VEGAS DMA (EST.)
249660,62.0,Republican,European,nan,Unknown,3.0,LAS VEGAS DMA (EST.)
532302,38.0,Democratic,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
6332,46.0,Republican,European,Married,75k-125k,2.0,RENO DMA (EST.)
902169,57.0,Democratic,Hispanic,Married,75k-125k,2.0,RENO DMA (EST.)
360743,47.0,Democratic,European,nan,125k-200k,1.0,LAS VEGAS DMA (EST.)
353283,33.0,Democratic,Hispanic,nan,35k-75k,4.0,LAS VEGAS DMA (EST.)
71089,56.0,Republican,European,Married,75k-125k,1.0,LAS VEGAS DMA (EST.)
949930,65.0,Republican,European,Married,75k-125k,2.0,RENO DMA (EST.)
141244,37.0,Republican,European,Married,35k-75k,4.0,LAS VEGAS DMA (EST.)
57854,78.0,Republican,European,nan,75k-125k,3.0,LAS VEGAS DMA (EST.)
1030122,53.0,Republican,nan,nan,75k-125k,2.0,RENO DMA (EST.)
575459,75.0,Democratic,nan,nan,75k-125k,1.0,LAS VEGAS DMA (EST.)
381509,60.0,Democratic,Hispanic,nan,Unknown,4.0,LAS VEGAS DMA (EST.)
354150,73.0,Non-Partisan,Hispanic,Married,35k-75k,4.0,LAS VEGAS DMA (EST.)
196346,69.0,Non-Partisan,European,Married,75k-125k,4.0,LAS VEGAS DMA (EST.)
647422,65.0,Democratic,nan,nan,Unknown,1.0,LAS VEGAS DMA (EST.)
667934,45.0,Republican,Asian,nan,75k-125k,3.0,LAS VEGAS DMA (EST.)
486199,89.0,Democratic,European,nan,35k-75k,1.0,LAS VEGAS DMA (EST.)
1078314,78.0,Republican,European,Married,75k-125k,2.0,RENO DMA (EST.)
275067,58.0,Democratic,European,Married,75k-125k,4.0,LAS VEGAS DMA (EST.)
308908,71.0,Democratic,European,nan,125k-200k,4.0,LAS VEGAS DMA (EST.)
280443,64.0,Republican,European,nan,75k-125k,4.0,LAS VEGAS DMA (EST.)
66408,48.0,Republican,Asian,Non-Traditional,Unknown,3.0,LAS VEGAS DMA (EST.)
1021290,85.0,Democratic,European,nan,0-35k,2.0,RENO DMA (EST.)
909643,73.0,Republican,European,Married,75k-125k,2.0,RENO DMA (EST.)
745140,48.0,Republican,European,nan,Unknown,3.0,LAS VEGAS DMA (EST.)
964654,56.0,Democratic,European,Married,Unknown,2.0,RENO DMA (EST.)
724071,93.0,Democratic,Hispanic,nan,35k-75k,3.0,LAS VEGAS DMA (EST.)
741233,84.0,Republican,European,Married,35k-75k,3.0,LAS VEGAS DMA (EST.)
692330,61.0,Republican,nan,Married,35k-75k,1.0,LAS VEGAS DMA (EST.)
713064,49.0,Republican,European,nan,Unknown,3.0,LAS VEGAS DMA (EST.)
910649,52.0,Republican,European,Married,125k-200k,2.0,RENO DMA (EST.)
332014,59.0,Republican,Hispanic,nan,75k-125k,1.0,LAS VEGAS DMA (EST.)
175965,80.0,Republican,European,Married,0-35k,4.0,LAS VEGAS DMA (EST.)
250581,35.0,Democratic,European,nan,0-35k,3.0,LAS VEGAS DMA (EST.)
729460,49.0,Republican,Hispanic,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
801892,59.0,Democratic,Hispanic,nan,0-35k,2.0,SALT LAKE CITY DMA (EST.)
964909,44.0,Democratic,European,Married,0-35k,2.0,RENO DMA (EST.)
40158,45.0,Democratic,European,nan,Unknown,3.0,LAS VEGAS DMA (EST.)
71585,70.0,Non-Partisan,nan,Married,35k-75k,1.0,LAS VEGAS DMA (EST.)
215747,43.0,Democratic,European,Married,35k-75k,4.0,LAS VEGAS DMA (EST.)
850074,36.0,Democratic,European,nan,35k-75k,2.0,RENO DMA (EST.)
527769,68.0,Democratic,Hispanic,nan,35k-75k,1.0,LAS VEGAS DMA (EST.)
983453,43.0,Republican,European,nan,Unknown,2.0,RENO DMA (EST.)
466367,62.0,Democratic,European,nan,75k-125k,1.0,LAS VEGAS DMA (EST.)
430038,27.0,Democratic,European,Married,Unknown,1.0,LAS VEGAS DMA (EST.)
703910,70.0,Republican,European,nan,35k-75k,3.0,LAS VEGAS DMA (EST.)
423517,83.0,Republican,nan,nan,0-35k,4.0,LAS VEGAS DMA (EST.)
614134,73.0,Democratic,European,Married,75k-125k,1.0,LAS VEGAS DMA (EST.)
988444,92.0,Democratic,European,nan,0-35k,2.0,RENO DMA (EST.)
1057317,44.0,Democratic,nan,Married,Unknown,2.0,RENO DMA (EST.)
365934,48.0,Democratic,Hispanic,Non-Traditional,Unknown,4.0,LAS VEGAS DMA (EST.)
334861,65.0,Republican,European,Married,75k-125k,4.0,LAS VEGAS DMA (EST.)
717177,29.0,Non-Partisan,European,nan,125k-200k,3.0,LAS VEGAS DMA (EST.)
115721,63.0,Democratic,European,nan,75k-125k,3.0,LAS VEGAS DMA (EST.)
1002918,55.0,American Independent,European,nan,35k-75k,2.0,RENO DMA (EST.)
1022922,69.0,Republican,European,nan,35k-75k,2.0,RENO DMA (EST.)
283383,63.0,Democratic,nan,Non-Traditional,Unknown,4.0,LAS VEGAS DMA (EST.)
284935,32.0,Non-Partisan,Other,Married,35k-75k,4.0,LAS VEGAS DMA (EST.)
355408,64.0,Democratic,European,Married,0-35k,4.0,LAS VEGAS DMA (EST.)
249111,74.0,Democratic,Other,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
300363,43.0,Democratic,Hispanic,nan,35k-75k,4.0,LAS VEGAS DMA (EST.)
495022,52.0,Democratic,Hispanic,nan,35k-75k,1.0,LAS VEGAS DMA (EST.)
184374,67.0,Democratic,nan,nan,75k-125k,4.0,LAS VEGAS DMA (EST.)
166233,44.0,Republican,European,Married,Unknown,4.0,LAS VEGAS DMA (EST.)
472618,78.0,Democratic,European,nan,125k-200k,1.0,LAS VEGAS DMA (EST.)
662961,56.0,Republican,European,Married,35k-75k,3.0,LAS VEGAS DMA (EST.)
282155,60.0,Non-Partisan,European,Married,125k-200k,4.0,LAS VEGAS DMA (EST.)
1054219,56.0,Republican,European,nan,Unknown,2.0,RENO DMA (EST.)
301623,53.0,Republican,European,nan,35k-75k,4.0,LAS VEGAS DMA (EST.)
578555,47.0,Democratic,Hispanic,nan,35k-75k,1.0,LAS VEGAS DMA (EST.)
180162,53.0,Democratic,European,Married,0-35k,4.0,LAS VEGAS DMA (EST.)
438937,53.0,Democratic,European,Non-Traditional,35k-75k,4.0,LAS VEGAS DMA (EST.)
996636,62.0,Democratic,Hispanic,Married,75k-125k,2.0,RENO DMA (EST.)
263709,40.0,Republican,nan,nan,0-35k,4.0,LAS VEGAS DMA (EST.)
768292,69.0,Democratic,European,nan,Unknown,3.0,LAS VEGAS DMA (EST.)
279852,74.0,Republican,European,Married,75k-125k,4.0,LAS VEGAS DMA (EST.)
106238,63.0,Democratic,European,nan,35k-75k,3.0,LAS VEGAS DMA (EST.)
44756,42.0,Republican,European,nan,Unknown,3.0,LAS VEGAS DMA (EST.)
788342,73.0,Republican,European,nan,35k-75k,2.0,RENO DMA (EST.)
624080,78.0,Republican,European,Married,35k-75k,3.0,LAS VEGAS DMA (EST.)
798942,57.0,Democratic,European,Married,75k-125k,2.0,SALT LAKE CITY DMA (EST.)
739527,49.0,Democratic,European,Non-Traditional,125k-200k,3.0,LAS VEGAS DMA (EST.)
1029193,80.0,Republican,European,Married,35k-75k,2.0,RENO DMA (EST.)
624674,50.0,Democratic,Hispanic,nan,35k-75k,3.0,LAS VEGAS DMA (EST.)
951259,42.0,American Independent,European,nan,75k-125k,2.0,RENO DMA (EST.)
808771,41.0,Republican,European,nan,35k-75k,2.0,SALT LAKE CITY DMA (EST.)
833446,67.0,Republican,European,nan,75k-125k,2.0,RENO DMA (EST.)
816034,59.0,Non-Partisan,Hispanic,nan,35k-75k,2.0,RENO DMA (EST.)
17447,40.0,Democratic,Hispanic,Married,35k-75k,3.0,LAS VEGAS DMA (EST.)
312458,90.0,Republican,European,nan,0-35k,4.0,LAS VEGAS DMA (EST.)
443934,86.0,Democratic,European,nan,Unknown,1.0,LAS VEGAS DMA (EST.)
784272,70.0,Democratic,European,nan,75k-125k,2.0,RENO DMA (EST.)
844807,82.0,Republican,European,nan,125k-200k,2.0,RENO DMA (EST.)
205731,57.0,Democratic,European,nan,Unknown,4.0,LAS VEGAS DMA (EST.)
603912,46.0,Democratic,European,nan,Unknown,3.0,LAS VEGAS DMA (EST.)
333876,37.0,Democratic,Hispanic,Married,75k-125k,4.0,LAS VEGAS DMA (EST.)
748550,75.0,Democratic,European,Married,0-35k,3.0,LAS VEGAS DMA (EST.)
1039318,65.0,Republican,European,Married,0-35k,2.0,RENO DMA (EST.)
1003891,57.0,Republican,European,Married,125k-200k,2.0,RENO DMA (EST.)
784770,69.0,Republican,European,Married,75k-125k,2.0,RENO DMA (EST.)
700125,89.0,Democratic,European,nan,35k-75k,3.0,LAS VEGAS DMA (EST.)
194169,61.0,Democratic,European,nan,75k-125k,4.0,LAS VEGAS DMA (EST.)
270338,67.0,Republican,European,Married,125k-200k,4.0,LAS VEGAS DMA (EST.)
1089948,50.0,Republican,European,nan,Unknown,2.0,RENO DMA (EST.)
1028587,46.0,Republican,European,Married,125k-200k,2.0,RENO DMA (EST.)
117806,70.0,Republican,European,Married,35k-75k,3.0,LAS VEGAS DMA (EST.)
65392,31.0,Democratic,European,nan,Unknown,3.0,LAS VEGAS DMA (EST.)
113743,75.0,Democratic,nan,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
702311,55.0,Democratic,European,nan,35k-75k,3.0,LAS VEGAS DMA (EST.)
295713,48.0,Democratic,European,Married,125k-200k,4.0,LAS VEGAS DMA (EST.)
238931,93.0,Democratic,European,nan,0-35k,4.0,LAS VEGAS DMA (EST.)
880581,61.0,Democratic,European,Married,125k-200k,2.0,RENO DMA (EST.)
516811,63.0,Non-Partisan,European,Married,35k-75k,1.0,LAS VEGAS DMA (EST.)
1044357,55.0,Democratic,European,Non-Traditional,35k-75k,2.0,RENO DMA (EST.)
1084935,61.0,Republican,nan,Married,125k-200k,2.0,RENO DMA (EST.)
850226,69.0,Democratic,European,nan,35k-75k,2.0,RENO DMA (EST.)
308550,71.0,Non-Partisan,nan,Married,75k-125k,4.0,LAS VEGAS DMA (EST.)
911119,53.0,Non-Partisan,European,nan,75k-125k,2.0,RENO DMA (EST.)
461785,55.0,Democratic,Hispanic,Married,Unknown,1.0,LAS VEGAS DMA (EST.)
715239,63.0,Republican,European,Married,35k-75k,3.0,LAS VEGAS DMA (EST.)
176563,55.0,Republican,nan,nan,35k-75k,4.0,LAS VEGAS DMA (EST.)
402136,82.0,Democratic,Hispanic,nan,75k-125k,1.0,LAS VEGAS DMA (EST.)
873474,38.0,Non-Partisan,European,nan,Unknown,4.0,LAS VEGAS DMA (EST.)
322409,43.0,Democratic,European,nan,0-35k,4.0,LAS VEGAS DMA (EST.)
84508,63.0,Democratic,European,Non-Traditional,0-35k,1.0,LAS VEGAS DMA (EST.)
661438,66.0,Democratic,European,nan,35k-75k,3.0,LAS VEGAS DMA (EST.)
884893,73.0,Democratic,European,Married,75k-125k,2.0,RENO DMA (EST.)
1078909,82.0,Democratic,European,Married,35k-75k,4.0,SALT LAKE CITY DMA (EST.)
1063371,59.0,Non-Partisan,European,nan,Unknown,2.0,RENO DMA (EST.)
1008543,47.0,Republican,European,Married,125k-200k,2.0,RENO DMA (EST.)
360017,41.0,Republican,European,nan,Unknown,1.0,LAS VEGAS DMA (EST.)
542257,89.0,Republican,European,nan,0-35k,1.0,LAS VEGAS DMA (EST.)
1078425,66.0,Democratic,European,Married,75k-125k,2.0,RENO DMA (EST.)
555734,60.0,Republican,nan,Married,125k-200k,3.0,LAS VEGAS DMA (EST.)
107226,68.0,Republican,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
548443,42.0,Non-Partisan,European,Married,125k-200k,3.0,LAS VEGAS DMA (EST.)
480096,84.0,Democratic,European,nan,125k-200k,1.0,LAS VEGAS DMA (EST.)
580858,50.0,Republican,European,Married,125k-200k,3.0,LAS VEGAS DMA (EST.)
1029079,65.0,Non-Partisan,European,Married,Unknown,2.0,RENO DMA (EST.)
783493,34.0,Non-Partisan,nan,nan,200k+,2.0,RENO DMA (EST.)
314660,54.0,Democratic,European,Non-Traditional,200k+,4.0,LAS VEGAS DMA (EST.)
116584,75.0,Democratic,European,nan,35k-75k,3.0,LAS VEGAS DMA (EST.)
179393,65.0,Republican,nan,Married,0-35k,4.0,LAS VEGAS DMA (EST.)
81163,56.0,Democratic,European,nan,35k-75k,1.0,LAS VEGAS DMA (EST.)
489373,48.0,Republican,European,nan,0-35k,1.0,LAS VEGAS DMA (EST.)
243514,48.0,Democratic,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
379796,65.0,Democratic,European,Non-Traditional,Unknown,4.0,LAS VEGAS DMA (EST.)
1100110,62.0,Republican,European,nan,35k-75k,2.0,RENO DMA (EST.)
736973,61.0,American Independent,nan,Married,125k-200k,3.0,LAS VEGAS DMA (EST.)
11813,79.0,Democratic,European,nan,0-35k,1.0,LAS VEGAS DMA (EST.)
870702,50.0,Republican,European,Married,35k-75k,4.0,LAS VEGAS DMA (EST.)
287440,63.0,Republican,European,Married,0-35k,4.0,LAS VEGAS DMA (EST.)
78365,47.0,Republican,European,nan,75k-125k,3.0,LAS VEGAS DMA (EST.)
424332,81.0,Democratic,European,nan,0-35k,4.0,LAS VEGAS DMA (EST.)
1088729,58.0,Non-Partisan,European,nan,75k-125k,2.0,RENO DMA (EST.)
889116,62.0,Republican,European,Married,125k-200k,2.0,RENO DMA (EST.)
208651,63.0,Democratic,European,Married,75k-125k,4.0,LAS VEGAS DMA (EST.)
336492,81.0,Republican,European,Married,75k-125k,4.0,LAS VEGAS DMA (EST.)
184699,55.0,Republican,European,Married,75k-125k,4.0,LAS VEGAS DMA (EST.)
1008211,65.0,Republican,European,Married,200k+,2.0,RENO DMA (EST.)
40251,45.0,Democratic,European,nan,35k-75k,3.0,LAS VEGAS DMA (EST.)
299216,81.0,Republican,European,nan,0-35k,3.0,LAS VEGAS DMA (EST.)
82147,36.0,Non-Partisan,European,nan,75k-125k,1.0,LAS VEGAS DMA (EST.)
633699,51.0,Non-Partisan,nan,Non-Traditional,125k-200k,3.0,LAS VEGAS DMA (EST.)
189127,73.0,Democratic,European,nan,125k-200k,4.0,LAS VEGAS DMA (EST.)
408227,27.0,Republican,European,nan,35k-75k,1.0,LAS VEGAS DMA (EST.)
21789,41.0,Republican,nan,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
421194,59.0,Republican,European,Married,75k-125k,4.0,LAS VEGAS DMA (EST.)
427,64.0,Republican,European,Married,35k-75k,2.0,RENO DMA (EST.)
213590,49.0,Democratic,European,Married,125k-200k,4.0,LAS VEGAS DMA (EST.)
854414,64.0,Republican,European,nan,Unknown,4.0,RENO DMA (EST.)
490298,28.0,Democratic,European,nan,35k-75k,1.0,LAS VEGAS DMA (EST.)
226969,51.0,Democratic,European,nan,75k-125k,4.0,LAS VEGAS DMA (EST.)
760824,68.0,Republican,European,nan,Unknown,3.0,LAS VEGAS DMA (EST.)
178352,42.0,Republican,European,Married,125k-200k,4.0,LAS VEGAS DMA (EST.)
344980,29.0,Democratic,European,nan,Unknown,4.0,LAS VEGAS DMA (EST.)
773528,78.0,Republican,European,nan,0-35k,2.0,RENO DMA (EST.)
575158,85.0,Republican,European,Married,35k-75k,1.0,LAS VEGAS DMA (EST.)
337269,80.0,Republican,European,Married,35k-75k,4.0,LAS VEGAS DMA (EST.)
286304,40.0,Republican,nan,Married,Unknown,4.0,LAS VEGAS DMA (EST.)
1069058,48.0,Democratic,European,nan,35k-75k,2.0,RENO DMA (EST.)
326878,37.0,Republican,European,nan,35k-75k,1.0,LAS VEGAS DMA (EST.)
1078231,41.0,Republican,European,Married,75k-125k,2.0,RENO DMA (EST.)
884914,71.0,Republican,European,nan,Unknown,2.0,RENO DMA (EST.)
566252,49.0,Non-Partisan,European,nan,75k-125k,3.0,LAS VEGAS DMA (EST.)
1072579,29.0,Democratic,European,Married,35k-75k,2.0,RENO DMA (EST.)
935556,30.0,American Independent,Asian,nan,35k-75k,2.0,RENO DMA (EST.)
224228,71.0,Democratic,European,Married,75k-125k,4.0,LAS VEGAS DMA (EST.)
294533,50.0,Republican,European,nan,Unknown,4.0,LAS VEGAS DMA (EST.)
316490,64.0,Republican,European,Married,Unknown,4.0,LAS VEGAS DMA (EST.)
499103,72.0,Democratic,Hispanic,Married,75k-125k,1.0,LAS VEGAS DMA (EST.)
282613,67.0,Democratic,European,Married,75k-125k,4.0,LAS VEGAS DMA (EST.)
1088348,74.0,Republican,European,nan,0-35k,2.0,RENO DMA (EST.)
606872,39.0,Republican,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
986963,33.0,Other,European,nan,Unknown,2.0,RENO DMA (EST.)
224293,69.0,Republican,European,Married,125k-200k,4.0,LAS VEGAS DMA (EST.)
303515,69.0,Democratic,European,nan,0-35k,4.0,LAS VEGAS DMA (EST.)
1096211,70.0,Republican,European,Married,35k-75k,2.0,RENO DMA (EST.)
25589,78.0,Republican,nan,nan,0-35k,3.0,LAS VEGAS DMA (EST.)
593946,47.0,Republican,European,Non-Traditional,Unknown,3.0,LAS VEGAS DMA (EST.)
1059314,55.0,Democratic,European,Married,Unknown,2.0,RENO DMA (EST.)
1079351,30.0,Republican,European,nan,Unknown,4.0,SALT LAKE CITY DMA (EST.)
822044,56.0,Republican,European,Married,35k-75k,2.0,RENO DMA (EST.)
799458,69.0,Republican,European,Married,35k-75k,2.0,SALT LAKE CITY DMA (EST.)
853323,60.0,Democratic,nan,nan,Unknown,4.0,RENO DMA (EST.)
943501,57.0,Democratic,European,Married,35k-75k,2.0,RENO DMA (EST.)
1030471,68.0,Democratic,European,Married,35k-75k,2.0,RENO DMA (EST.)
487517,71.0,Republican,Other,Married,0-35k,1.0,LAS VEGAS DMA (EST.)
896339,71.0,Republican,European,nan,35k-75k,2.0,RENO DMA (EST.)
656184,36.0,Democratic,European,Married,35k-75k,3.0,LAS VEGAS DMA (EST.)
526594,55.0,Democratic,European,nan,Unknown,1.0,LAS VEGAS DMA (EST.)
992386,56.0,Republican,European,nan,Unknown,2.0,RENO DMA (EST.)
892389,74.0,Republican,European,nan,75k-125k,2.0,RENO DMA (EST.)
882515,92.0,Republican,European,nan,Unknown,2.0,RENO DMA (EST.)
765926,63.0,Democratic,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
769427,35.0,Republican,nan,Married,Unknown,3.0,LAS VEGAS DMA (EST.)
463862,35.0,Republican,European,Married,Unknown,1.0,LAS VEGAS DMA (EST.)
1004476,75.0,Non-Partisan,European,nan,75k-125k,2.0,RENO DMA (EST.)
1011470,37.0,Democratic,Hispanic,nan,75k-125k,2.0,RENO DMA (EST.)
232779,77.0,Democratic,European,nan,35k-75k,4.0,LAS VEGAS DMA (EST.)
562292,57.0,Democratic,nan,nan,125k-200k,3.0,LAS VEGAS DMA (EST.)
388784,79.0,Republican,Hispanic,nan,Unknown,4.0,LAS VEGAS DMA (EST.)
270977,83.0,Democratic,European,nan,0-35k,4.0,LAS VEGAS DMA (EST.)
826453,45.0,Democratic,European,Married,Unknown,4.0,LAS VEGAS DMA (EST.)
714666,71.0,Democratic,European,Non-Traditional,35k-75k,3.0,LAS VEGAS DMA (EST.)
128708,84.0,Republican,European,nan,0-35k,4.0,LAS VEGAS DMA (EST.)
948499,58.0,Democratic,European,Married,75k-125k,2.0,RENO DMA (EST.)
289654,27.0,Republican,European,nan,125k-200k,4.0,LAS VEGAS DMA (EST.)
498928,68.0,Republican,European,nan,35k-75k,1.0,LAS VEGAS DMA (EST.)
571067,34.0,Republican,Asian,nan,125k-200k,3.0,LAS VEGAS DMA (EST.)
901038,60.0,Republican,Hispanic,nan,Unknown,2.0,RENO DMA (EST.)
314570,57.0,Republican,nan,Married,125k-200k,4.0,LAS VEGAS DMA (EST.)
752192,82.0,Republican,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
315744,52.0,Republican,European,nan,75k-125k,4.0,LAS VEGAS DMA (EST.)
659436,70.0,Non-Partisan,European,nan,35k-75k,3.0,LAS VEGAS DMA (EST.)
840620,64.0,Democratic,European,Married,35k-75k,2.0,RENO DMA (EST.)
877026,39.0,Non-Partisan,nan,Married,Unknown,2.0,RENO DMA (EST.)
591923,52.0,Democratic,European,nan,75k-125k,3.0,LAS VEGAS DMA (EST.)
1029764,35.0,Non-Partisan,European,Married,Unknown,2.0,RENO DMA (EST.)
899584,34.0,Democratic,European,nan,Unknown,2.0,RENO DMA (EST.)
723231,35.0,Republican,European,Married,Unknown,3.0,LAS VEGAS DMA (EST.)
715050,45.0,Republican,European,Married,35k-75k,3.0,LAS VEGAS DMA (EST.)
998050,67.0,Democratic,African-American,Married,35k-75k,2.0,RENO DMA (EST.)
734214,58.0,Republican,European,Married,200k+,3.0,LAS VEGAS DMA (EST.)
249875,51.0,Republican,European,nan,Unknown,3.0,LAS VEGAS DMA (EST.)
908786,46.0,Democratic,European,Married,Unknown,2.0,RENO DMA (EST.)
809110,66.0,Non-Partisan,European,Married,35k-75k,2.0,SALT LAKE CITY DMA (EST.)
260229,25.0,Democratic,European,nan,75k-125k,4.0,LAS VEGAS DMA (EST.)
962765,57.0,Republican,European,Married,75k-125k,2.0,RENO DMA (EST.)
167039,53.0,Non-Partisan,nan,Married,Unknown,4.0,LAS VEGAS DMA (EST.)
67202,44.0,Democratic,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
498496,32.0,Democratic,Hispanic,nan,35k-75k,1.0,LAS VEGAS DMA (EST.)
530963,68.0,Democratic,European,nan,Unknown,1.0,LAS VEGAS DMA (EST.)
1016741,34.0,Republican,European,Married,75k-125k,2.0,RENO DMA (EST.)
115259,74.0,Non-Partisan,European,Married,75k-125k,3.0,LAS VEGAS DMA (EST.)
745933,50.0,Republican,European,Married,0-35k,3.0,LAS VEGAS DMA (EST.)
495640,53.0,Republican,European,nan,35k-75k,1.0,LAS VEGAS DMA (EST.)
454912,86.0,Republican,European,nan,35k-75k,1.0,LAS VEGAS DMA (EST.)
693832,65.0,Republican,European,Married,200k+,3.0,LAS VEGAS DMA (EST.)
199380,51.0,Democratic,European,nan,75k-125k,4.0,LAS VEGAS DMA (EST.)
517408,62.0,Republican,European,Non-Traditional,75k-125k,1.0,LAS VEGAS DMA (EST.)
474996,57.0,Republican,European,nan,Unknown,1.0,LAS VEGAS DMA (EST.)
752322,80.0,Democratic,nan,nan,35k-75k,3.0,LAS VEGAS DMA (EST.)
250700,73.0,Republican,European,Married,35k-75k,3.0,LAS VEGAS DMA (EST.)
273953,42.0,Non-Partisan,European,nan,75k-125k,3.0,LAS VEGAS DMA (EST.)
1082920,50.0,Republican,European,nan,35k-75k,2.0,RENO DMA (EST.)
669947,79.0,Republican,European,nan,0-35k,3.0,LAS VEGAS DMA (EST.)
1015148,62.0,Democratic,European,Married,35k-75k,2.0,RENO DMA (EST.)
887539,90.0,Republican,European,nan,Unknown,2.0,RENO DMA (EST.)
771820,58.0,Non-Partisan,European,nan,200k+,2.0,RENO DMA (EST.)
250755,80.0,Non-Partisan,European,Married,35k-75k,3.0,LAS VEGAS DMA (EST.)
183476,46.0,Democratic,European,nan,75k-125k,4.0,LAS VEGAS DMA (EST.)
124723,52.0,Republican,nan,Married,125k-200k,4.0,LAS VEGAS DMA (EST.)
871285,70.0,Republican,African-American,nan,35k-75k,4.0,LAS VEGAS DMA (EST.)
1033414,85.0,Republican,European,nan,75k-125k,2.0,RENO DMA (EST.)
8774,58.0,Republican,European,Married,0-35k,2.0,RENO DMA (EST.)
388505,62.0,Democratic,European,nan,0-35k,4.0,LAS VEGAS DMA (EST.)
186302,73.0,Democratic,Hispanic,nan,0-35k,4.0,LAS VEGAS DMA (EST.)
